CommunityDistrict,BreedName,BreedCount,BreedSum
303.0,Maltipoo,4,1661
303.0,Mastiff,3,1661
303.0,"Mastiff, Bull",1,1661
303.0,Miniature American Shepherd,1,1661
303.0,Miniature Fox Terrier,1,1661
303.0,Miniature Pinscher,12,1661
303.0,Miniature Schnauzer,5,1661
303.0,Morkie,5,1661
303.0,Newfoundland,1,1661
303.0,Norfolk Terrier,2,1661
303.0,Norwich Terrier,1,1661
303.0,Papillon,2,1661
303.0,Parson Russell Terrier,1,1661
303.0,Pekingese,7,1661
303.0,Pembroke Welsh Corgi,2,1661
303.0,Plott,1,1661
303.0,Pointer,5,1661
303.0,"Pointer, German Shorthaired",1,1661
303.0,Polish Lowland Sheepdog,1,1661
303.0,Pomeranian,38,1661
303.0,Pomeranian Crossbreed,4,1661
303.0,Poodle,7,1661
303.0,Poodle Crossbreed,7,1661
303.0,"Poodle, Miniature",14,1661
303.0,"Poodle, Standard",6,1661
303.0,"Poodle, Toy",10,1661
303.0,Pug,18,1661
303.0,Pug Crossbreed,2,1661
303.0,Puggle,4,1661
303.0,Rat Terrier,6,1661
303.0,Rhodesian Ridgeback,1,1661
303.0,Rottweiler,17,1661
303.0,Rottweiler Crossbreed,3,1661
303.0,Samoyed,4,1661
303.0,Schipperke,2,1661
303.0,Schnauzer Crossbreed,2,1661
303.0,"Schnauzer, Miniature",13,1661
303.0,"Schnauzer, Standard",1,1661
303.0,Scottish Terrier,4,1661
303.0,Sealyham Terrier,2,1661
303.0,"Shar-Pei, Chinese",2,1661
303.0,Shetland Sheepdog,1,1661
303.0,Shiba Inu,9,1661
303.0,Shiba Inu Crossbreed,2,1661
303.0,Shih Tzu,106,1661
303.0,Shih Tzu Crossbreed,14,1661
303.0,Siberian Husky,18,1661
303.0,Silky Terrier,6,1661
303.0,Staffordshire Bull Terrier,6,1661
303.0,Terrier Crossbreed,7,1661
303.0,Terrier mix,15,1661
303.0,Tibetan Spaniel,1,1661
303.0,Tibetan Terrier,2,1661
303.0,Treeing Walker Coonhound,2,1661
303.0,Unknown,210,1661
303.0,Vizsla,3,1661
303.0,"Welsh Corgi, Cardigan",2,1661
303.0,West High White Terrier,5,1661
303.0,West Highland White Terrier,3,1661
303.0,Wheaton Terrier,1,1661
303.0,Whippet,4,1661
303.0,Wire Fox Terrier,2,1661
303.0,Yorkshire Terrier,120,1661
303.0,Yorkshire Terrier Crossbreed,10,1661
304.0,Akita Crossbreed,3,1310
304.0,Alaskan Malamute,2,1310
304.0,American Bully,7,1310
304.0,American Eskimo dog,4,1310
304.0,American Foxhound,1,1310
304.0,American Pit Bull Mix / Pit Bull Mix,61,1310
304.0,American Pit Bull Terrier/Pit Bull,84,1310
304.0,American Staffordshire Terrier ,6,1310
304.0,Anatolian Shepherd Dog,2,1310
304.0,Australian Cattle Dog,3,1310
304.0,Australian Cattledog,8,1310
304.0,Australian Kelpie,1,1310
304.0,Australian Shepherd,10,1310
304.0,Australian Terrier,1,1310
304.0,Basenji,4,1310
304.0,Basset Hound,2,1310
304.0,Bassett Hound,1,1310
304.0,Beagle,19,1310
304.0,Beagle Crossbreed,7,1310
304.0,Belgian Malinois,4,1310
304.0,Bernese Mountain Dog,1,1310
304.0,Bichon Frise,11,1310
304.0,Border Collie,6,1310
304.0,Boston Terrier,26,1310
304.0,Boxer,9,1310
304.0,Boxer Crossbreed,3,1310
304.0,Brussels Griffon,1,1310
304.0,"Bull Dog, American",1,1310
304.0,"Bull Dog, English",8,1310
304.0,"Bull Dog, French",10,1310
304.0,Bull Terrier,2,1310
304.0,Bulldog,3,1310
304.0,Cairn Terrier,5,1310
304.0,Cane Corso,1,1310
304.0,Catahoula Leopard Dog,1,1310
304.0,Cavalier King Charles Spaniel,8,1310
304.0,Chesapeake Bay Retriever,1,1310
304.0,Chihuahua,80,1310
304.0,Chihuahua Crossbreed,20,1310
304.0,Chinese Crested,1,1310
304.0,Chinese Shar-Pei,1,1310
304.0,Chow Chow,7,1310
304.0,Cocker Spaniel,12,1310
304.0,Collie,1,1310
304.0,Collie Crossbreed,3,1310
304.0,"Collie, Border",3,1310
304.0,"Collie, Smooth Coat",1,1310
304.0,"Coonhound, Treeing Walker",1,1310
304.0,Coton de Tulear,1,1310
304.0,Dachshund,16,1310
304.0,Dachshund Crossbreed,5,1310
304.0,Dachshund Smooth Coat,13,1310
304.0,Dachshund Smooth Coat Miniature,3,1310
304.0,"Dachshund, Long Haired",2,1310
304.0,"Dachshund, Long Haired Miniature",4,1310
304.0,"Dachshund, Wirehaired",1,1310
304.0,"Dachshund, Wirehaired, Miniature",1,1310
304.0,Doberman Pinscher,2,1310
304.0,English Cocker Spaniel,1,1310
304.0,English Springer Spaniel,1,1310
304.0,French Bulldog,11,1310
304.0,German Pinscher,1,1310
304.0,German Shepherd Crossbreed,23,1310
304.0,German Shepherd Dog,26,1310
304.0,Glen of Imaal Terrier,1,1310
304.0,Golden Retriever,6,1310
304.0,Goldendoodle,2,1310
304.0,Gordon Setter,1,1310
304.0,Great Dane,3,1310
304.0,Greyhound,3,1310
304.0,Harrier,1,1310
304.0,Havanese,11,1310
304.0,Jack Russell Terrier,21,1310
304.0,Japanese Chin,1,1310
304.0,Japanese Chin/Spaniel,1,1310
304.0,Labradoodle,2,1310
304.0,Labrador Retriever,27,1310
304.0,Labrador Retriever Crossbreed,30,1310
304.0,Lhasa Apso,4,1310
304.0,Maltese,48,1310
304.0,Maltese Crossbreed,5,1310
304.0,Maltipoo,5,1310
304.0,Miniature Pinscher,11,1310
304.0,Miniature Schnauzer,3,1310
304.0,Morkie,5,1310
304.0,Newfoundland,1,1310
304.0,Norwegian Elkhound,2,1310
304.0,Nova Scotia Duck Tolling Retriever,1,1310
304.0,Papillon,2,1310
304.0,Pekingese,4,1310
304.0,Pembroke Welsh Corgi,3,1310
304.0,Petit Basset Griffon Vendeen,2,1310
304.0,Pharoh hound,1,1310
304.0,Plott,1,1310
304.0,Pomeranian,30,1310
304.0,Pomeranian Crossbreed,1,1310
304.0,Poodle,6,1310
304.0,Poodle Crossbreed,6,1310
304.0,"Poodle, Miniature",7,1310
304.0,"Poodle, Standard",7,1310
304.0,"Poodle, Toy",11,1310
304.0,Portuguese Water Dog,1,1310
304.0,Pug,25,1310
304.0,Pug Crossbreed,1,1310
304.0,Puggle,7,1310
304.0,Rat Terrier,2,1310
304.0,Rhodesian Ridgeback,1,1310
304.0,Rottweiler,9,1310
304.0,Saint Bernard,1,1310
304.0,Samoyed,2,1310
304.0,Schnauzer Crossbreed,1,1310
304.0,"Schnauzer, Miniature",5,1310
304.0,"Schnauzer, Miniature Crossbreed",2,1310
304.0,"Schnauzer, Standard",2,1310
304.0,Scottish Terrier,2,1310
304.0,"Shar-Pei, Chinese",6,1310
304.0,Shiba Inu,20,1310
304.0,Shih Tzu,77,1310
304.0,Shih Tzu Crossbreed,12,1310
304.0,Siberian Husky,17,1310
304.0,Silky Terrier,3,1310
304.0,Skye Terrier,1,1310
304.0,Staffordshire Bull Terrier,8,1310
304.0,Terrier Crossbreed,9,1310
304.0,Terrier mix,15,1310
304.0,Tibetan Terrier,2,1310
304.0,Toy Fox Terrier,1,1310
304.0,Unknown,119,1310
304.0,Vizsla,6,1310
304.0,Weimaraner,3,1310
304.0,"Welsh Corgi, Pembroke",2,1310
304.0,Welsh Springer Spaniel,1,1310
304.0,West High White Terrier,3,1310
304.0,West Highland White Terrier,1,1310
304.0,Wheaton Terrier,1,1310
304.0,Yorkshire Terrier,86,1310
304.0,Yorkshire Terrier Crossbreed,12,1310
305.0,Afghan Hound,2,1293
305.0,Akita Crossbreed,1,1293
305.0,Alaskan Malamute,1,1293
305.0,American Bully,8,1293
305.0,American Eskimo dog,5,1293
305.0,American Foxhound,1,1293
305.0,American Pit Bull Mix / Pit Bull Mix,75,1293
305.0,American Pit Bull Terrier/Pit Bull,103,1293
305.0,American Staffordshire Terrier ,13,1293
305.0,Australian Cattledog,1,1293
305.0,Australian Shepherd,2,1293
305.0,Australian Terrier,1,1293
305.0,Basenji,2,1293
305.0,Bassett Hound,2,1293
305.0,Beagle,16,1293
305.0,Beagle Crossbreed,4,1293
305.0,Bichon Frise,18,1293
305.0,Biewer Terrier,1,1293
305.0,Boerboel,1,1293
305.0,Border Collie,2,1293
305.0,Border Terrier,2,1293
305.0,Boston Terrier,6,1293
305.0,Boxer,9,1293
305.0,Brussels Griffon,6,1293
305.0,"Bull Dog, English",6,1293
305.0,"Bull Dog, French",1,1293
305.0,Bull Terrier,6,1293
305.0,Bulldog,4,1293
305.0,Bullmastiff,1,1293
305.0,Cairn Terrier,4,1293
305.0,Cane Corso,4,1293
305.0,Cavalier King Charles Spaniel,4,1293
305.0,Chihuahua,83,1293
305.0,Chihuahua Crossbreed,17,1293
305.0,Chow Chow,1,1293
305.0,Cocker Spaniel,16,1293
305.0,Cocker Spaniel Crossbreed,1,1293
305.0,Collie Crossbreed,1,1293
305.0,Coton de Tulear,1,1293
305.0,Dachshund,3,1293
305.0,Dachshund Crossbreed,1,1293
305.0,Dachshund Smooth Coat,1,1293
305.0,Dachshund Smooth Coat Miniature,1,1293
305.0,"Dachshund, Long Haired",1,1293
305.0,"Dachshund, Wirehaired",1,1293
305.0,Doberman Pinscher,3,1293
305.0,English Cocker Spaniel,1,1293
305.0,French Bulldog,2,1293
305.0,German Shepherd Crossbreed,10,1293
305.0,German Shepherd Dog,33,1293
305.0,Glen of Imaal Terrier,1,1293
305.0,Golden Retriever,2,1293
305.0,Great Dane,1,1293
305.0,Greyhound,1,1293
305.0,Havanese,15,1293
305.0,Irish Terrier,1,1293
305.0,Jack Russell Terrier,19,1293
305.0,Japanese Chin,1,1293
305.0,Jindo,1,1293
305.0,Keeshond,1,1293
305.0,Labradoodle,1,1293
305.0,Labrador Retriever,16,1293
305.0,Labrador Retriever Crossbreed,10,1293
305.0,Lhasa Apso,9,1293
305.0,Lowchen,2,1293
305.0,Maltese,45,1293
305.0,Maltese Crossbreed,16,1293
305.0,Maltipoo,4,1293
305.0,Mastiff,1,1293
305.0,Miniature Pinscher,7,1293
305.0,Miniature Schnauzer,2,1293
305.0,Morkie,3,1293
305.0,Norwich Terrier,1,1293
305.0,Papillon,3,1293
305.0,Parson Russell Terrier,2,1293
305.0,Pekingese,11,1293
305.0,Pointer,1,1293
305.0,Pomeranian,29,1293
305.0,Pomeranian Crossbreed,1,1293
305.0,Poodle,14,1293
305.0,Poodle Crossbreed,15,1293
305.0,"Poodle, Miniature",14,1293
305.0,"Poodle, Standard",3,1293
305.0,"Poodle, Toy",9,1293
305.0,Pug,11,1293
305.0,Pug Crossbreed,1,1293
305.0,Puggle,6,1293
305.0,Rat Terrier,6,1293
305.0,Rottweiler,8,1293
305.0,Russell Terrier,3,1293
305.0,Samoyed,1,1293
305.0,Schipperke,1,1293
305.0,Schipperkee,1,1293
305.0,Schnauzer Crossbreed,4,1293
305.0,"Schnauzer, Miniature",2,1293
305.0,"Schnauzer, Standard",1,1293
305.0,"Shar-Pei, Chinese",1,1293
305.0,Shiba Inu,3,1293
305.0,Shih Tzu,150,1293
305.0,Shih Tzu Crossbreed,16,1293
305.0,Siberian Husky,22,1293
305.0,Silky Terrier,3,1293
305.0,Skye Terrier,1,1293
305.0,Staffordshire Bull Terrier,5,1293
305.0,Terrier Crossbreed,2,1293
305.0,Terrier mix,4,1293
305.0,Tibetan Terrier,2,1293
305.0,Unknown,103,1293
305.0,"Welsh Corgi, Cardigan",1,1293
305.0,West High White Terrier,3,1293
305.0,West Highland White Terrier,2,1293
305.0,Whippet,1,1293
305.0,Wire Fox Terrier,3,1293
305.0,Yorkshire Terrier,153,1293
305.0,Yorkshire Terrier Crossbreed,22,1293
306.0,Affenpinscher,1,3178
306.0,Airedale Terrier,2,3178
306.0,Akita,2,3178
306.0,Akita Crossbreed,2,3178
306.0,Alaskan Malamute,1,3178
306.0,American Bully,5,3178
306.0,American Eskimo dog,2,3178
306.0,American Foxhound,2,3178
306.0,American Pit Bull Mix / Pit Bull Mix,77,3178
306.0,American Pit Bull Terrier/Pit Bull,48,3178
306.0,American Staffordshire Terrier ,16,3178
306.0,Anatolian Shepherd Dog,5,3178
306.0,Australian Cattle Dog,5,3178
306.0,Australian Cattledog,21,3178
306.0,Australian Shepherd,29,3178
306.0,Australian Silky Terrier,2,3178
306.0,Australian Terrier,1,3178
306.0,Basenji,4,3178
306.0,Basset Hound,7,3178
306.0,Bassett Hound,7,3178
306.0,Beagle,67,3178
306.0,Beagle Crossbreed,47,3178
306.0,Bedlington Terrier,1,3178
306.0,Belgian Malinois,4,3178
306.0,Belgian Sheepdog,2,3178
306.0,Bernese Mountain Dog,6,3178
306.0,Bichon Frise,14,3178
306.0,Black and Tan Coonhound,1,3178
306.0,Bloodhound,2,3178
306.0,Border Collie,11,3178
306.0,Border Collie Crossbreed,4,3178
306.0,Border Terrier,14,3178
306.0,Borzoi,2,3178
306.0,Boston Terrier,52,3178
306.0,Bouvier Des Flandres,1,3178
306.0,Boxer,34,3178
306.0,Boxer Crossbreed,2,3178
306.0,Brittany,2,3178
306.0,Brittany Spaniel,9,3178
306.0,Brussels Griffon,11,3178
306.0,"Bull Dog, American",1,3178
306.0,"Bull Dog, English",19,3178
306.0,"Bull Dog, French",39,3178
306.0,Bull Terrier,3,3178
306.0,Bulldog,5,3178
306.0,Bullmastiff,1,3178
306.0,Cairn Terrier,17,3178
306.0,Cane Corso,8,3178
306.0,Cardigan Welsh Corgi,3,3178
306.0,Catahoula Leopard Dog,5,3178
306.0,Cavalier King Charles Spaniel,36,3178
306.0,Chesapeake Bay Retriever,1,3178
306.0,Chihuahua,120,3178
306.0,Chihuahua Crossbreed,28,3178
306.0,Chinese Crested,2,3178
306.0,Chinook,1,3178
306.0,Chow Chow,3,3178
306.0,Cocker Spaniel,33,3178
306.0,Cocker Spaniel Crossbreed,2,3178
306.0,Collie,2,3178
306.0,Collie Crossbreed,14,3178
306.0,"Collie, Bearded ",1,3178
306.0,"Collie, Border",13,3178
306.0,"Collie, Rough Coat",3,3178
306.0,"Collie, Smooth Coat",3,3178
306.0,"Coonhound, Black and Tan",8,3178
306.0,"Coonhound, Treeing Walker",3,3178
306.0,Cotton De Tulear,5,3178
306.0,Dachshund,17,3178
306.0,Dachshund Crossbreed,8,3178
306.0,Dachshund Smooth Coat,24,3178
306.0,Dachshund Smooth Coat Miniature,12,3178
306.0,"Dachshund, Long Haired",1,3178
306.0,"Dachshund, Long Haired Miniature",3,3178
306.0,"Dachshund, Wirehaired",3,3178
306.0,"Dachshund, Wirehaired, Miniature",2,3178
306.0,Dalmatian,1,3178
306.0,Doberman Pinscher,6,3178
306.0,Dutch Shepherd,1,3178
306.0,English Cocker Spaniel,4,3178
306.0,English Setter,1,3178
306.0,English Springer Spaniel,7,3178
306.0,English Toy Spaniel,1,3178
306.0,Finnish Spitz,1,3178
306.0,Flat-Coated Retriever,1,3178
306.0,French Bulldog,31,3178
306.0,German Shepherd Crossbreed,59,3178
306.0,German Shepherd Dog,29,3178
306.0,German Shorthaired Pointer,4,3178
306.0,German Spitz,2,3178
306.0,German Wirehaired Pointer,1,3178
306.0,Golden Retriever,43,3178
306.0,Goldendoodle,20,3178
306.0,Great Dane,6,3178
306.0,Great Pyrenees,4,3178
306.0,Greyhound,17,3178
306.0,Harrier,1,3178
306.0,Havanese,47,3178
306.0,Ibizan Hound,1,3178
306.0,Irish Setter,2,3178
306.0,Irish Terrier,3,3178
306.0,Irish Wolfhound,2,3178
306.0,Italian Greyhound,9,3178
306.0,Jack Russell Terrier,52,3178
306.0,Japanese Chin/Spaniel,2,3178
306.0,Jindo,1,3178
306.0,"Jindo Dog, Korea",2,3178
306.0,Keeshond,2,3178
306.0,Kooikerhondje,1,3178
306.0,Labradoodle,42,3178
306.0,Labrador Retriever,154,3178
306.0,Labrador Retriever Crossbreed,109,3178
306.0,Lagotto Romagnolo,6,3178
306.0,Lhasa Apso,14,3178
306.0,Maltese,49,3178
306.0,Maltese Crossbreed,5,3178
306.0,Maltipoo,2,3178
306.0,Manchester Terrier,3,3178
306.0,Mastiff,1,3178
306.0,"Mastiff, Bull",3,3178
306.0,"Mastiff, Old English",1,3178
306.0,Miniature American Shepherd,1,3178
306.0,Miniature Pinscher,18,3178
306.0,Miniature Schnauzer,8,3178
306.0,Morkie,8,3178
306.0,Newfoundland,5,3178
306.0,Norfolk Terrier,3,3178
306.0,Norwegian Elkhound,2,3178
306.0,Norwich Terrier,2,3178
306.0,Nova Scotia Duck Tolling Retriever,2,3178
306.0,Old English Sheepdog,1,3178
306.0,Papillon,6,3178
306.0,Parson Russell Terrier,2,3178
306.0,Pekingese,9,3178
306.0,Pembroke Welsh Corgi,4,3178
306.0,Pembroke Welsh Corgi Crossbreed,1,3178
306.0,Petit Basset Griffon Vendeen,1,3178
306.0,Pharaoh Hound,1,3178
306.0,Plott,3,3178
306.0,Pointer,10,3178
306.0,"Pointer, German Shorthaired",7,3178
306.0,"Pointer, German Wirehaired",3,3178
306.0,Pomeranian,35,3178
306.0,Pomeranian Crossbreed,3,3178
306.0,Poodle,21,3178
306.0,Poodle Crossbreed,21,3178
306.0,"Poodle, Miniature",34,3178
306.0,"Poodle, Standard",33,3178
306.0,"Poodle, Toy",24,3178
306.0,Portuguese Podengo Pequeno,2,3178
306.0,Portuguese Water Dog,7,3178
306.0,Pug,43,3178
306.0,Pug Crossbreed,1,3178
306.0,Puggle,21,3178
306.0,Puli,2,3178
306.0,Pumi,1,3178
306.0,Rat Terrier,13,3178
306.0,Rat Terrier Crossbreed,1,3178
306.0,Rhodesian Ridgeback,7,3178
306.0,Rottweiler,18,3178
306.0,Russell Terrier,1,3178
306.0,Saint Bernard,2,3178
306.0,Schipperke,1,3178
306.0,Schnauzer Crossbreed,3,3178
306.0,"Schnauzer, Giant",2,3178
306.0,"Schnauzer, Miniature",34,3178
306.0,"Schnauzer, Miniature Crossbreed",2,3178
306.0,"Schnauzer, Standard",10,3178
306.0,Scottish Terrier,2,3178
306.0,"Shar-Pei, Chinese",9,3178
306.0,Shetland Sheepdog,9,3178
306.0,Shiba Inu,30,3178
306.0,Shih Tzu,114,3178
306.0,Shih Tzu Crossbreed,13,3178
306.0,Siberian Husky,21,3178
306.0,Siberian Husky Crossbreed,2,3178
306.0,Silky Terrier,9,3178
306.0,Smooth Fox Terrier,3,3178
306.0,Soft Coated Wheaten Terrier,5,3178
306.0,St. Bernard,1,3178
306.0,Staffordshire Bull Terrier,7,3178
306.0,Terrier Crossbreed,6,3178
306.0,Terrier mix,38,3178
306.0,Tibetan Spaniel,4,3178
306.0,Tibetan Terrier,11,3178
306.0,Treeing Walker Coonhound,2,3178
306.0,Unknown,530,3178
306.0,Vizsla,17,3178
306.0,Weimaraner,4,3178
306.0,"Welsh Corgi, Cardigan",2,3178
306.0,"Welsh Corgi, Pembroke",15,3178
306.0,Welsh Terrier,1,3178
306.0,West High White Terrier,9,3178
306.0,West Highland White Terrier,5,3178
306.0,Wheaton Terrier,16,3178
306.0,Whippet,11,3178
306.0,Wire Fox Terrier,4,3178
306.0,Wirehaired Pointing Griffon,4,3178
306.0,Yorkshire Terrier,95,3178
306.0,Yorkshire Terrier Crossbreed,13,3178
307.0,Akita,1,1762
307.0,Akita Crossbreed,2,1762
307.0,Alaskan Malamute,2,1762
307.0,American Bully,1,1762
307.0,American Eskimo dog,4,1762
307.0,American Foxhound,2,1762
307.0,American Pit Bull Mix / Pit Bull Mix,55,1762
307.0,American Pit Bull Terrier/Pit Bull,30,1762
307.0,American Staffordshire Terrier ,13,1762
307.0,Australian Cattle Dog,1,1762
307.0,Australian Cattledog,4,1762
307.0,Australian Kelpie,1,1762
307.0,Australian Shepherd,20,1762
307.0,Basenji,3,1762
307.0,Basset Hound,1,1762
307.0,Bassett Hound,1,1762
307.0,Beagle,41,1762
307.0,Beagle Crossbreed,23,1762
307.0,Bedlington Terrier,1,1762
307.0,Bernese Mountain Dog,3,1762
307.0,Bichon Frise,17,1762
307.0,Bichon Frise Crossbreed,1,1762
307.0,Black and Tan Coonhound,1,1762
307.0,Boerboel,1,1762
307.0,Border Collie,6,1762
307.0,Border Terrier,2,1762
307.0,Boston Terrier,17,1762
307.0,Boxer,13,1762
307.0,Briard,1,1762
307.0,Brittany Spaniel,1,1762
307.0,Brussels Griffon,1,1762
307.0,"Bull Dog, American",1,1762
307.0,"Bull Dog, English",12,1762
307.0,"Bull Dog, French",6,1762
307.0,Bull Terrier,5,1762
307.0,Bulldog,3,1762
307.0,Cairn Terrier,16,1762
307.0,Cane Corso,7,1762
307.0,Catahoula Leopard Dog,1,1762
307.0,Cavalier King Charles Spaniel,9,1762
307.0,Cesky Terrier,1,1762
307.0,Chihuahua,79,1762
307.0,Chihuahua Crossbreed,16,1762
307.0,Chow Chow,1,1762
307.0,Cocker Spaniel,18,1762
307.0,Collie Crossbreed,7,1762
307.0,"Collie, Border",7,1762
307.0,"Coonhound, Black and Tan",3,1762
307.0,"Coonhound, Treeing Walker",1,1762
307.0,Dachshund,8,1762
307.0,Dachshund Crossbreed,3,1762
307.0,Dachshund Smooth Coat,9,1762
307.0,Dachshund Smooth Coat Miniature,5,1762
307.0,"Dachshund, Long Haired Miniature",4,1762
307.0,"Dachshund, Wirehaired",2,1762
307.0,Dalmatian,2,1762
307.0,Dutch Shepherd,1,1762
307.0,English Foxhound,5,1762
307.0,English Setter,1,1762
307.0,French Bulldog,7,1762
307.0,German Shepherd Crossbreed,47,1762
307.0,German Shepherd Dog,34,1762
307.0,Golden Retriever,28,1762
307.0,Goldendoodle,4,1762
307.0,Great Dane,2,1762
307.0,Great Pyrenees,2,1762
307.0,Greyhound,5,1762
307.0,Havanese,11,1762
307.0,Ibizan Hound,2,1762
307.0,Irish Setter,1,1762
307.0,Irish Terrier,1,1762
307.0,Irish Wolfhound,1,1762
307.0,Italian Greyhound,6,1762
307.0,Jack Russell Terrier,46,1762
307.0,Jindo,1,1762
307.0,"Jindo Dog, Korea",1,1762
307.0,Labradoodle,11,1762
307.0,Labrador Retriever,54,1762
307.0,Labrador Retriever Crossbreed,62,1762
307.0,Lagotto Romagnolo,1,1762
307.0,Lakeland Terrier,1,1762
307.0,Lhasa Apso,9,1762
307.0,Maltese,53,1762
307.0,Maltese Crossbreed,7,1762
307.0,Maltipoo,3,1762
307.0,Mastiff,3,1762
307.0,"Mastiff, Bull",1,1762
307.0,Miniature Pinscher,6,1762
307.0,Miniature Schnauzer,1,1762
307.0,Morkie,2,1762
307.0,Newfoundland,1,1762
307.0,Norfolk Terrier,1,1762
307.0,Norwich Terrier,1,1762
307.0,Old English Sheepdog,2,1762
307.0,Papillon,5,1762
307.0,Pekingese,5,1762
307.0,Pembroke Welsh Corgi,5,1762
307.0,Plott,2,1762
307.0,Pointer,7,1762
307.0,Polish Hound,1,1762
307.0,Pomeranian,31,1762
307.0,Pomeranian Crossbreed,2,1762
307.0,Poodle,10,1762
307.0,Poodle Crossbreed,6,1762
307.0,"Poodle, Miniature",14,1762
307.0,"Poodle, Standard",14,1762
307.0,"Poodle, Toy",9,1762
307.0,Portuguese Water Dog,1,1762
307.0,Pug,18,1762
307.0,Pug Crossbreed,1,1762
307.0,Puggle,19,1762
307.0,Rat Terrier,9,1762
307.0,Rhodesian Ridgeback,1,1762
307.0,Rottweiler,9,1762
307.0,Rottweiler Crossbreed,1,1762
307.0,"Schnauzer, Giant",1,1762
307.0,"Schnauzer, Miniature",14,1762
307.0,"Schnauzer, Standard",6,1762
307.0,"Shar-Pei, Chinese",4,1762
307.0,Shetland Sheepdog,3,1762
307.0,Shiba Inu,21,1762
307.0,Shih Tzu,96,1762
307.0,Shih Tzu Crossbreed,15,1762
307.0,Siberian Husky,18,1762
307.0,Siberian Husky Crossbreed,3,1762
307.0,Silky Terrier,3,1762
307.0,Soft Coated Wheaten Terrier,1,1762
307.0,Spanish Water Dog,1,1762
307.0,Spinone Italiano,1,1762
307.0,Staffordshire Bull Terrier,1,1762
307.0,Swedish Vallhund,1,1762
307.0,Terrier Crossbreed,13,1762
307.0,Terrier mix,13,1762
307.0,Tibetan Spaniel,2,1762
307.0,Tibetan Terrier,3,1762
307.0,Toy Fox Terrier,1,1762
307.0,Treeing Walker Coonhound,2,1762
307.0,Unknown,313,1762
307.0,Vizsla,1,1762
307.0,Weimaraner,2,1762
307.0,"Welsh Corgi, Pembroke",4,1762
307.0,West High White Terrier,6,1762
307.0,West Highland White Terrier,1,1762
307.0,Wheaton Terrier,5,1762
307.0,Whippet,2,1762
307.0,Wire Fox Terrier,7,1762
307.0,Yorkshire Terrier,98,1762
307.0,Yorkshire Terrier Crossbreed,9,1762
308.0,Affenpinscher,3,1281
308.0,Akita,2,1281
308.0,American Bully,2,1281
308.0,American English Coonhound,1,1281
308.0,American Eskimo dog,4,1281
308.0,American Foxhound,1,1281
308.0,American Pit Bull Mix / Pit Bull Mix,65,1281
308.0,American Pit Bull Terrier/Pit Bull,38,1281
308.0,American Staffordshire Terrier ,19,1281
308.0,Anatolian Shepherd Dog,2,1281
308.0,Australian Cattle Dog,3,1281
308.0,Australian Cattledog,7,1281
308.0,Australian Shepherd,10,1281
308.0,Basenji,5,1281
308.0,Basset Hound,1,1281
308.0,Bassett Hound,4,1281
308.0,Beagle,20,1281
308.0,Beagle Crossbreed,19,1281
308.0,Belgian Malinois,4,1281
308.0,Bernese Mountain Dog,1,1281
308.0,Bichon Frise,4,1281
308.0,Bloodhound,2,1281
308.0,Bluetick Coonhound,2,1281
308.0,Border Collie,12,1281
308.0,Border Collie Crossbreed,2,1281
308.0,Border Terrier,4,1281
308.0,Borzoi,1,1281
308.0,Boston Terrier,17,1281
308.0,Boxer,12,1281
308.0,Boxer Crossbreed,1,1281
308.0,Brittany Spaniel,2,1281
308.0,Brussels Griffon,3,1281
308.0,"Bull Dog, American",1,1281
308.0,"Bull Dog, English",10,1281
308.0,"Bull Dog, French",12,1281
308.0,Bull Terrier,4,1281
308.0,Bulldog,1,1281
308.0,Cairn Terrier,1,1281
308.0,Cane Corso,2,1281
308.0,Catahoula Leopard Dog,3,1281
308.0,Cavalier King Charles Spaniel,8,1281
308.0,Chihuahua,62,1281
308.0,Chihuahua Crossbreed,20,1281
308.0,Chow Chow,4,1281
308.0,Cocker Spaniel,16,1281
308.0,Cocker Spaniel Crossbreed,1,1281
308.0,Collie Crossbreed,2,1281
308.0,"Collie, Border",1,1281
308.0,"Collie, Rough Coat",1,1281
308.0,"Collie, Smooth Coat",1,1281
308.0,"Coonhound, Black and Tan",3,1281
308.0,"Coonhound, Treeing Walker",1,1281
308.0,Cotton De Tulear,2,1281
308.0,Dachshund,12,1281
308.0,Dachshund Crossbreed,2,1281
308.0,Dachshund Smooth Coat,2,1281
308.0,Dachshund Smooth Coat Miniature,9,1281
308.0,"Dachshund, Long Haired",2,1281
308.0,"Dachshund, Long Haired Miniature",2,1281
308.0,"Dachshund, Wirehaired",1,1281
308.0,"Dachshund, Wirehaired, Miniature",2,1281
308.0,Dalmatian,2,1281
308.0,Doberman Pinscher,1,1281
308.0,Dogo Argentino,1,1281
308.0,English Cocker Spaniel,2,1281
308.0,English Setter,1,1281
308.0,English Springer Spaniel,1,1281
308.0,Flat-Coated Retriever,1,1281
308.0,French Bulldog,11,1281
308.0,German Shepherd Crossbreed,16,1281
308.0,German Shepherd Dog,6,1281
308.0,German Wirehaired Pointer,1,1281
308.0,Golden Retriever,16,1281
308.0,Goldendoodle,4,1281
308.0,Great Dane,1,1281
308.0,Great Pyrenees,3,1281
308.0,Greyhound,3,1281
308.0,Havanese,11,1281
308.0,Irish Terrier,2,1281
308.0,Italian Greyhound,3,1281
308.0,Jack Russell Terrier,17,1281
308.0,Japanese Chin/Spaniel,2,1281
