CommunityDistrict,BreedName,BreedCount,BreedSum
111.0,Dachshund Crossbreed,4,2269
111.0,Dachshund Smooth Coat,9,2269
111.0,Dachshund Smooth Coat Miniature,4,2269
111.0,"Dachshund, Long Haired",2,2269
111.0,"Dachshund, Long Haired Miniature",5,2269
111.0,"Dachshund, Wirehaired",3,2269
111.0,Dalmatian,2,2269
111.0,Doberman Pinscher,5,2269
111.0,English Springer Spaniel,1,2269
111.0,Flat-Coated Retriever,1,2269
111.0,French Bulldog,15,2269
111.0,French Spaniel,1,2269
111.0,German Pinscher,1,2269
111.0,German Shepherd Crossbreed,20,2269
111.0,German Shepherd Dog,12,2269
111.0,Glen of Imaal Terrier,1,2269
111.0,Golden Retriever,28,2269
111.0,Goldendoodle,2,2269
111.0,Great Dane,1,2269
111.0,Greyhound,2,2269
111.0,Harrier,1,2269
111.0,Havanese,25,2269
111.0,Ibizan Hound,1,2269
111.0,Irish Setter,1,2269
111.0,Italian Greyhound,4,2269
111.0,Jack Russell Terrier,49,2269
111.0,Japanese Chin/Spaniel,2,2269
111.0,"Jindo Dog, Korea",2,2269
111.0,Labradoodle,9,2269
111.0,Labrador Retriever,54,2269
111.0,Labrador Retriever Crossbreed,42,2269
111.0,Lhasa Apso,20,2269
111.0,Lowchen,1,2269
111.0,Maltese,85,2269
111.0,Maltese Crossbreed,17,2269
111.0,Maltipoo,6,2269
111.0,Mastiff,4,2269
111.0,Miniature American Shepherd,3,2269
111.0,Miniature Fox Terrier,1,2269
111.0,Miniature Pinscher,13,2269
111.0,Miniature Schnauzer,7,2269
111.0,Morkie,8,2269
111.0,Mudi,2,2269
111.0,Newfoundland,1,2269
111.0,Norfolk Terrier,2,2269
111.0,Papillon,4,2269
111.0,Parson Russell Terrier,1,2269
111.0,Pekingese,15,2269
111.0,Pembroke Welsh Corgi,1,2269
111.0,Petit Basset Griffon Vendeen,1,2269
111.0,Pointer,5,2269
111.0,"Pointer, German Shorthaired",1,2269
111.0,Pomeranian,46,2269
111.0,Pomeranian Crossbreed,3,2269
111.0,Poodle,27,2269
111.0,Poodle Crossbreed,19,2269
111.0,"Poodle, Miniature",26,2269
111.0,"Poodle, Standard",19,2269
111.0,"Poodle, Toy",32,2269
111.0,Portuguese Water Dog,4,2269
111.0,Pug,18,2269
111.0,Pug Crossbreed,4,2269
111.0,Puggle,4,2269
111.0,Rat Terrier,12,2269
111.0,Rhodesian Ridgeback,2,2269
111.0,Rottweiler,16,2269
111.0,Saluki,1,2269
111.0,"Schnauzer, Miniature",17,2269
111.0,"Schnauzer, Miniature Crossbreed",1,2269
111.0,"Schnauzer, Standard",3,2269
111.0,Scottish Terrier,3,2269
111.0,"Shar-Pei, Chinese",2,2269
111.0,Shetland Sheepdog,1,2269
111.0,Shiba Inu,19,2269
111.0,Shih Tzu,193,2269
111.0,Shih Tzu Crossbreed,36,2269
111.0,Siberian Husky,20,2269
111.0,Siberian Husky Crossbreed,2,2269
111.0,Silky Terrier,10,2269
111.0,Spinone Italiano,1,2269
111.0,Staffordshire Bull Terrier,9,2269
111.0,Terrier Crossbreed,7,2269
111.0,Terrier mix,9,2269
111.0,Tibetan Spaniel,2,2269
111.0,Tibetan Terrier,3,2269
111.0,Toy Fox Terrier,2,2269
111.0,Treeing Walker Coonhound,1,2269
111.0,Unknown,218,2269
111.0,Vizsla,3,2269
111.0,Weimaraner,1,2269
111.0,"Welsh Corgi, Pembroke",6,2269
111.0,Welsh Springer Spaniel,1,2269
111.0,West High White Terrier,5,2269
111.0,West Highland White Terrier,2,2269
111.0,Wheaton Terrier,9,2269
111.0,Whippet,1,2269
111.0,Wire Fox Terrier,2,2269
111.0,Yorkshire Terrier,212,2269
111.0,Yorkshire Terrier Crossbreed,24,2269
112.0,Airedale Terrier,3,2454
112.0,Akita,1,2454
112.0,Akita Crossbreed,1,2454
112.0,American Bully,4,2454
112.0,American Eskimo dog,9,2454
112.0,American Foxhound,1,2454
112.0,American Pit Bull Mix / Pit Bull Mix,111,2454
112.0,American Pit Bull Terrier/Pit Bull,81,2454
112.0,American Staffordshire Terrier ,24,2454
112.0,Anatolian Shepherd Dog,3,2454
112.0,Australian Cattle Dog,7,2454
112.0,Australian Cattledog,8,2454
112.0,Australian Kelpie,1,2454
112.0,Australian Shepherd,16,2454
112.0,Australian Terrier,2,2454
112.0,Basenji,3,2454
112.0,Basset Hound,4,2454
112.0,Bassett Hound,2,2454
112.0,Beagle,37,2454
112.0,Beagle Crossbreed,32,2454
112.0,Bedlington Terrier,3,2454
112.0,Belgian Malinois,6,2454
112.0,Belgian Sheepdog,1,2454
112.0,Bernese Mountain Dog,2,2454
112.0,Bichon Frise,18,2454
112.0,Bichon Frise Crossbreed,2,2454
112.0,Bloodhound,1,2454
112.0,Bluetick Coonhound,1,2454
112.0,Border Collie,5,2454
112.0,Border Collie Crossbreed,1,2454
112.0,Border Terrier,8,2454
112.0,Borzoi,1,2454
112.0,Boston Terrier,23,2454
112.0,Boxer,30,2454
112.0,Boxer Crossbreed,1,2454
112.0,Brittany Spaniel,2,2454
112.0,Brussels Griffon,5,2454
112.0,"Bull Dog, American",1,2454
112.0,"Bull Dog, English",14,2454
112.0,"Bull Dog, French",16,2454
112.0,Bull Terrier,4,2454
112.0,Bulldog,1,2454
112.0,Cairn Terrier,8,2454
112.0,Canaan Dog,1,2454
112.0,Cane Corso,7,2454
112.0,Catahoula Leopard Dog,3,2454
112.0,Cavalier King Charles Spaniel,13,2454
112.0,Chihuahua,156,2454
112.0,Chihuahua Crossbreed,35,2454
112.0,Chinese Shar-Pei,1,2454
112.0,Chinook,1,2454
112.0,Chow Chow,10,2454
112.0,Clumber Spaniel,1,2454
112.0,Cocker Spaniel,22,2454
112.0,Collie Crossbreed,11,2454
112.0,"Collie, Bearded ",1,2454
112.0,"Collie, Border",9,2454
112.0,"Collie, Rough Coat",3,2454
112.0,"Collie, Smooth Coat",2,2454
112.0,"Coonhound, Black and Tan",1,2454
112.0,"Coonhound, Blue Tick",2,2454
112.0,Coton de Tulear,3,2454
112.0,Cotton De Tulear,1,2454
112.0,Dachshund,10,2454
112.0,Dachshund Crossbreed,6,2454
112.0,Dachshund Smooth Coat,7,2454
112.0,Dachshund Smooth Coat Miniature,7,2454
112.0,"Dachshund, Long Haired",6,2454
112.0,"Dachshund, Long Haired Miniature",6,2454
112.0,"Dachshund, Wirehaired",1,2454
112.0,"Dachshund, Wirehaired, Miniature",3,2454
112.0,Dalmatian,2,2454
112.0,Doberman Pinscher,4,2454
112.0,Dutch Shepherd,1,2454
112.0,English Springer Spaniel,3,2454
112.0,Finnish Spitz,1,2454
112.0,Flat-Coated Retriever,1,2454
112.0,French Bulldog,25,2454
112.0,German Shepherd Crossbreed,40,2454
112.0,German Shepherd Dog,17,2454
112.0,Glen of Imaal Terrier,1,2454
112.0,Golden Retriever,24,2454
112.0,Goldendoodle,4,2454
112.0,Great Dane,2,2454
112.0,Great Pyrenees,2,2454
112.0,Greater Swiss Mountain Dog,1,2454
112.0,Greyhound,8,2454
112.0,Havanese,20,2454
112.0,Irish Setter,1,2454
112.0,Irish Terrier,5,2454
112.0,Italian Greyhound,8,2454
112.0,Jack Russell Terrier,55,2454
112.0,Japanese Chin,1,2454
112.0,Japanese Chin/Spaniel,3,2454
112.0,Labradoodle,6,2454
112.0,Labrador Retriever,59,2454
112.0,Labrador Retriever Crossbreed,72,2454
112.0,Lancashire Heeler,1,2454
112.0,Lhasa Apso,13,2454
112.0,Maltese,77,2454
112.0,Maltese Crossbreed,12,2454
112.0,Maltipoo,8,2454
112.0,Manchester Terrier,1,2454
112.0,Mastiff,3,2454
112.0,"Mastiff, Bull",1,2454
112.0,"Mastiff, Old English",1,2454
112.0,Miniature American Shepherd,3,2454
112.0,Miniature Pinscher,21,2454
112.0,Miniature Schnauzer,6,2454
112.0,Morkie,7,2454
112.0,Newfoundland,1,2454
112.0,Norfolk Terrier,4,2454
112.0,Norwich Terrier,3,2454
112.0,Old English Sheepdog,3,2454
112.0,Papillon,6,2454
112.0,Pekingese,10,2454
112.0,Pembroke Welsh Corgi,5,2454
112.0,Pharaoh Hound,3,2454
112.0,Plott,4,2454
112.0,Pointer,8,2454
112.0,"Pointer, German Shorthaired",2,2454
112.0,Pomeranian,45,2454
112.0,Pomeranian Crossbreed,4,2454
112.0,Poodle,22,2454
112.0,Poodle Crossbreed,16,2454
112.0,"Poodle, Miniature",26,2454
112.0,"Poodle, Standard",11,2454
112.0,"Poodle, Toy",18,2454
112.0,Portuguese Podengo Pequeno,1,2454
112.0,Portuguese Water Dog,2,2454
112.0,Pug,26,2454
112.0,Pug Crossbreed,2,2454
112.0,Puggle,16,2454
112.0,Puli,2,2454
112.0,Rat Terrier,9,2454
112.0,Rat Terrier Crossbreed,1,2454
112.0,Rhodesian Ridgeback,2,2454
112.0,Rottweiler,2,2454
112.0,Rottweiler Crossbreed,2,2454
112.0,Russian Wolfhound,1,2454
112.0,Saint Bernard,2,2454
112.0,Schipperkee,1,2454
112.0,Schnauzer Crossbreed,3,2454
112.0,"Schnauzer, Giant",1,2454
112.0,"Schnauzer, Miniature",16,2454
112.0,"Schnauzer, Miniature Crossbreed",1,2454
112.0,"Schnauzer, Standard",5,2454
112.0,Scottish Terrier,3,2454
112.0,"Shar-Pei, Chinese",3,2454
112.0,Shetland Sheepdog,6,2454
112.0,Shiba Inu,35,2454
112.0,Shiba Inu Crossbreed,1,2454
112.0,Shih Tzu,119,2454
112.0,Shih Tzu Crossbreed,35,2454
112.0,Siberian Husky,15,2454
112.0,Silky Terrier,5,2454
112.0,Smooth Fox Terrier,3,2454
112.0,Staffordshire Bull Terrier,7,2454
112.0,Terrier Crossbreed,5,2454
112.0,Terrier mix,18,2454
112.0,Tibetan Spaniel,2,2454
112.0,Tibetan Terrier,4,2454
112.0,Toy Fox Terrier,1,2454
112.0,Unknown,298,2454
112.0,Vizsla,2,2454
112.0,Weimaraner,3,2454
112.0,"Welsh Corgi, Cardigan",4,2454
112.0,"Welsh Corgi, Pembroke",5,2454
112.0,West High White Terrier,8,2454
112.0,West Highland White Terrier,1,2454
112.0,Wheaton Terrier,8,2454
112.0,Whippet,3,2454
112.0,Wire Fox Terrier,6,2454
112.0,Yorkshire Terrier,198,2454
112.0,Yorkshire Terrier Crossbreed,17,2454
164.0,Jack Russell Terrier,1,1
201.0,Akita,1,858
201.0,American Bully,6,858
201.0,American Eskimo dog,2,858
201.0,American Pit Bull Mix / Pit Bull Mix,38,858
201.0,American Pit Bull Terrier/Pit Bull,59,858
201.0,American Staffordshire Terrier ,9,858
201.0,Australian Shepherd,2,858
201.0,Basset Hound,3,858
201.0,Beagle,13,858
201.0,Beagle Crossbreed,4,858
201.0,Bernese Mountain Dog,1,858
201.0,Bichon Frise,5,858
201.0,Bloodhound,1,858
201.0,Bluetick Coonhound,1,858
201.0,Border Collie,1,858
201.0,Border Terrier,1,858
201.0,Boston Terrier,3,858
201.0,Boxer,9,858
201.0,"Bull Dog, English",9,858
201.0,"Bull Dog, French",1,858
201.0,Bull Terrier,4,858
201.0,Bulldog,3,858
201.0,Cairn Terrier,2,858
201.0,Cane Corso,1,858
201.0,Chihuahua,83,858
201.0,Chihuahua Crossbreed,7,858
201.0,Chow Chow,4,858
201.0,Cocker Spaniel,8,858
201.0,Collie Crossbreed,1,858
201.0,"Collie, Border",1,858
201.0,"Coonhound, Blue Tick",1,858
201.0,Cotton De Tulear,1,858
201.0,Dachshund,5,858
201.0,Dachshund Crossbreed,2,858
201.0,Dachshund Smooth Coat,3,858
201.0,Dachshund Smooth Coat Miniature,1,858
201.0,"Dachshund, Long Haired",1,858
201.0,"Dachshund, Wirehaired",1,858
201.0,Doberman Pinscher,3,858
201.0,Finnish Spitz,1,858
201.0,French Bulldog,2,858
201.0,German Shepherd Crossbreed,3,858
201.0,German Shepherd Dog,4,858
201.0,Golden Retriever,1,858
201.0,Great Dane,1,858
201.0,Havanese,4,858
201.0,Irish Wolfhound,2,858
201.0,Italian Greyhound,6,858
201.0,Jack Russell Terrier,15,858
201.0,Japanese Chin,1,858
201.0,Labrador Retriever,9,858
201.0,Labrador Retriever Crossbreed,7,858
201.0,Lhasa Apso,5,858
201.0,Maltese,42,858
201.0,Maltese Crossbreed,6,858
201.0,Maltipoo,1,858
201.0,"Mastiff, Bull",1,858
201.0,Miniature Pinscher,8,858
201.0,Miniature Schnauzer,4,858
201.0,Morkie,4,858
201.0,Pekingese,6,858
201.0,Pembroke Welsh Corgi,1,858
201.0,Perro de Presa Canario,2,858
201.0,Pointer,1,858
201.0,Pomeranian,17,858
201.0,Pomeranian Crossbreed,1,858
201.0,Poodle,9,858
201.0,Poodle Crossbreed,12,858
201.0,"Poodle, Miniature",5,858
201.0,"Poodle, Standard",6,858
201.0,"Poodle, Toy",11,858
201.0,Pug,14,858
201.0,Puggle,4,858
201.0,Rat Terrier,1,858
201.0,Rottweiler,9,858
201.0,Rottweiler Crossbreed,1,858
201.0,Schipperkee,1,858
201.0,"Schnauzer, Miniature",7,858
201.0,"Schnauzer, Standard",4,858
201.0,"Shar-Pei, Chinese",1,858
201.0,Shiba Inu,5,858
201.0,Shih Tzu,81,858
201.0,Shih Tzu Crossbreed,18,858
201.0,Siberian Husky,6,858
201.0,Siberian Husky Crossbreed,1,858
201.0,Silky Terrier,3,858
201.0,Staffordshire Bull Terrier,1,858
201.0,Terrier mix,1,858
201.0,Tibetan Spaniel,2,858
201.0,Tibetan Terrier,1,858
201.0,Unknown,96,858
201.0,West High White Terrier,1,858
201.0,Yorkshire Terrier,93,858
201.0,Yorkshire Terrier Crossbreed,8,858
202.0,American Bully,1,453
202.0,American Eskimo dog,1,453
202.0,American Pit Bull Mix / Pit Bull Mix,21,453
202.0,American Pit Bull Terrier/Pit Bull,32,453
202.0,American Staffordshire Terrier ,3,453
202.0,Australian Shepherd,2,453
202.0,Basenji,2,453
202.0,Beagle,4,453
202.0,Beagle Crossbreed,3,453
202.0,Boston Terrier,3,453
202.0,"Bull Dog, English",1,453
202.0,"Bull Dog, French",1,453
202.0,Bull Terrier,2,453
202.0,Bulldog,1,453
202.0,Cairn Terrier,2,453
202.0,Cavalier King Charles Spaniel,2,453
202.0,Chesapeake Bay Retriever,1,453
202.0,Chihuahua,52,453
202.0,Chihuahua Crossbreed,11,453
202.0,Chow Chow,2,453
202.0,Cocker Spaniel,9,453
202.0,Collie Crossbreed,1,453
202.0,Dachshund,1,453
202.0,Dachshund Smooth Coat,4,453
202.0,Dalmatian,2,453
202.0,French Bulldog,3,453
202.0,German Shepherd Dog,7,453
202.0,Golden Retriever,3,453
202.0,Havanese,2,453
202.0,Jack Russell Terrier,3,453
202.0,Labradoodle,1,453
202.0,Labrador Retriever,4,453
202.0,Labrador Retriever Crossbreed,1,453
202.0,Lhasa Apso,1,453
202.0,Maltese,17,453
202.0,Maltese Crossbreed,3,453
202.0,Maltipoo,2,453
202.0,"Mastiff, French (Dogue de Bordeaux)",1,453
202.0,Miniature Pinscher,5,453
202.0,Morkie,3,453
202.0,Norfolk Terrier,1,453
202.0,Norwegian Elkhound,1,453
202.0,Norwich Terrier,1,453
202.0,Papillon,2,453
202.0,Pekingese,4,453
202.0,Pomeranian,9,453
202.0,Pomeranian Crossbreed,1,453
202.0,Poodle,1,453
202.0,Poodle Crossbreed,2,453
202.0,"Poodle, Miniature",7,453
202.0,"Poodle, Standard",9,453
202.0,"Poodle, Toy",4,453
202.0,Portuguese Water Dog,1,453
202.0,Pug,6,453
202.0,Puggle,2,453
202.0,Rat Terrier,1,453
202.0,Rottweiler,1,453
202.0,Schnauzer Crossbreed,1,453
202.0,"Schnauzer, Miniature",5,453
202.0,"Schnauzer, Standard",1,453
202.0,"Shar-Pei, Chinese",2,453
202.0,Shih Tzu,49,453
202.0,Shih Tzu Crossbreed,7,453
202.0,Siberian Husky,7,453
202.0,Staffordshire Bull Terrier,2,453
202.0,Terrier mix,1,453
202.0,Unknown,49,453
202.0,"Welsh Corgi, Pembroke",1,453
202.0,Wheaton Terrier,3,453
202.0,Yorkshire Terrier,42,453
202.0,Yorkshire Terrier Crossbreed,10,453
203.0,Akita,1,606
203.0,Akita Crossbreed,1,606
203.0,Alaskan Malamute,1,606
203.0,American Bully,2,606
203.0,American Pit Bull Mix / Pit Bull Mix,28,606
203.0,American Pit Bull Terrier/Pit Bull,51,606
203.0,American Staffordshire Terrier ,2,606
203.0,Beagle,8,606
203.0,Beagle Crossbreed,6,606
203.0,Bichon Frise,4,606
203.0,Boston Terrier,1,606
203.0,Boxer,5,606
203.0,"Bull Dog, English",4,606
203.0,Bull Terrier,2,606
203.0,Cane Corso,2,606
203.0,Cavalier King Charles Spaniel,1,606
203.0,Chihuahua,48,606
203.0,Chihuahua Crossbreed,13,606
203.0,Chinese Crested,1,606
203.0,Chow Chow,1,606
203.0,Cocker Spaniel,7,606
203.0,Dachshund Smooth Coat,5,606
203.0,Doberman Pinscher,1,606
203.0,German Shepherd Crossbreed,1,606
203.0,German Shepherd Dog,8,606
203.0,Glen of Imaal Terrier,1,606
203.0,Golden Retriever,2,606
203.0,Great Dane,1,606
203.0,Jack Russell Terrier,7,606
203.0,Labrador Retriever,1,606
203.0,Labrador Retriever Crossbreed,3,606
203.0,Lhasa Apso,3,606
203.0,Maltese,29,606
203.0,Maltese Crossbreed,4,606
203.0,Maltipoo,2,606
203.0,Miniature Pinscher,5,606
203.0,Miniature Schnauzer,1,606
203.0,Morkie,3,606
203.0,Norfolk Terrier,1,606
203.0,Papillon,1,606
203.0,Parson Russell Terrier,1,606
203.0,Pekingese,3,606
203.0,Pointer,1,606
203.0,Pomeranian,20,606
203.0,Pomeranian Crossbreed,1,606
203.0,Poodle,8,606
203.0,Poodle Crossbreed,3,606
203.0,"Poodle, Miniature",10,606
203.0,"Poodle, Standard",2,606
203.0,"Poodle, Toy",7,606
203.0,Pug,7,606
203.0,Rat Terrier,1,606
203.0,Rottweiler,2,606
203.0,Schnauzer Crossbreed,1,606
203.0,"Schnauzer, Miniature",2,606
203.0,"Schnauzer, Standard",4,606
203.0,"Shar-Pei, Chinese",1,606
203.0,Shiba Inu,4,606
203.0,Shih Tzu,73,606
203.0,Shih Tzu Crossbreed,11,606
203.0,Siberian Husky,4,606
203.0,Silky Terrier,3,606
203.0,Staffordshire Bull Terrier,1,606
203.0,Terrier Crossbreed,1,606
203.0,Terrier mix,6,606
203.0,Tibetan Mastiff,2,606
203.0,Unknown,60,606
203.0,West High White Terrier,2,606
203.0,Yorkshire Terrier,91,606
203.0,Yorkshire Terrier Crossbreed,6,606
204.0,Akita,1,753
204.0,Alaskan Malamute,1,753
204.0,American Bully,2,753
204.0,American Eskimo dog,1,753
204.0,American Pit Bull Mix / Pit Bull Mix,31,753
204.0,American Pit Bull Terrier/Pit Bull,51,753
204.0,American Staffordshire Terrier ,11,753
204.0,Australian Cattledog,2,753
204.0,Australian Shepherd,4,753
204.0,Beagle,10,753
204.0,Beagle Crossbreed,5,753
204.0,Belgian Malinois,2,753
204.0,Bichon Frise,5,753
204.0,Boston Terrier,5,753
204.0,Boxer,2,753
204.0,Boxer Crossbreed,1,753
204.0,"Bull Dog, American",1,753
204.0,"Bull Dog, English",1,753
204.0,"Bull Dog, French",3,753
204.0,Bull Terrier,1,753
204.0,Bulldog,2,753
204.0,Cairn Terrier,3,753
204.0,Cavalier King Charles Spaniel,3,753
204.0,Chesapeake Bay Retriever,1,753
204.0,Chihuahua,81,753
204.0,Chihuahua Crossbreed,8,753
204.0,Chow Chow,2,753
204.0,Cocker Spaniel,4,753
204.0,Cocker Spaniel Crossbreed,1,753
204.0,Collie,1,753
204.0,Coton de Tulear,1,753
204.0,Dachshund,1,753
204.0,Dachshund Crossbreed,1,753
204.0,Dachshund Smooth Coat,2,753
204.0,Dachshund Smooth Coat Miniature,2,753
204.0,"Dachshund, Long Haired Miniature",1,753
204.0,Doberman Pinscher,1,753
204.0,French Bulldog,4,753
204.0,German Shepherd Crossbreed,6,753
204.0,German Shepherd Dog,14,753
204.0,Golden Retriever,3,753
204.0,Goldendoodle,1,753
204.0,Great Dane,2,753
204.0,Havanese,4,753
204.0,Irish Terrier,2,753
204.0,Jack Russell Terrier,11,753
204.0,Labrador Retriever,12,753
204.0,Labrador Retriever Crossbreed,6,753
204.0,Lhasa Apso,4,753
204.0,Maltese,33,753
204.0,Maltese Crossbreed,3,753
204.0,Maltipoo,4,753
204.0,Miniature American Shepherd,1,753
204.0,Miniature Pinscher,4,753
204.0,Miniature Schnauzer,2,753
204.0,Morkie,1,753
204.0,Parson Russell Terrier,1,753
204.0,Pekingese,2,753
204.0,Pomeranian,16,753
204.0,Poodle,5,753
204.0,Poodle Crossbreed,3,753
204.0,"Poodle, Miniature",8,753
204.0,"Poodle, Standard",5,753
204.0,"Poodle, Toy",6,753
204.0,Pug,12,753
204.0,Puggle,5,753
204.0,Rat Terrier,2,753
204.0,Rottweiler,5,753
204.0,Rottweiler Crossbreed,1,753
204.0,Schnauzer Crossbreed,1,753
204.0,"Schnauzer, Giant",1,753
204.0,"Schnauzer, Miniature",9,753
204.0,"Shar-Pei, Chinese",3,753
204.0,Shiba Inu,9,753
204.0,Shih Tzu,68,753
204.0,Shih Tzu Crossbreed,15,753
204.0,Siberian Husky,8,753
204.0,Silky Terrier,4,753
204.0,Staffordshire Bull Terrier,3,753
204.0,Terrier mix,3,753
204.0,Thai Ridgeback,1,753
204.0,Tibetan Spaniel,3,753
204.0,Unknown,77,753
204.0,West High White Terrier,2,753
204.0,West Highland White Terrier,2,753
204.0,Wheaton Terrier,2,753
204.0,Wire Fox Terrier,2,753
204.0,Yorkshire Terrier,89,753
204.0,Yorkshire Terrier Crossbreed,8,753
205.0,American Pit Bull Mix / Pit Bull Mix,44,563
205.0,American Pit Bull Terrier/Pit Bull,35,563
205.0,American Staffordshire Terrier ,1,563
205.0,Australian Cattledog,2,563
205.0,Australian Shepherd,2,563
205.0,Basset Hound,1,563
205.0,Beagle,4,563
205.0,Beagle Crossbreed,2,563
205.0,Belgian Malinois,1,563
205.0,Bernese Mountain Dog,3,563
205.0,Bichon Frise,7,563
205.0,Black and Tan Coonhound,1,563
205.0,Border Collie,2,563
205.0,Border Terrier,1,563
205.0,Boston Terrier,2,563
205.0,Boxer,3,563
205.0,Brussels Griffon,1,563
205.0,"Bull Dog, English",4,563
205.0,"Bull Dog, French",1,563
205.0,Bull Terrier,3,563
205.0,Bulldog,4,563
205.0,Bullmastiff,1,563
205.0,Cane Corso,1,563
205.0,Cavalier King Charles Spaniel,2,563
205.0,Chihuahua,61,563
205.0,Chihuahua Crossbreed,8,563
205.0,Chinese Shar-Pei,2,563
205.0,Chow Chow,1,563
205.0,Cocker Spaniel,5,563
205.0,"Coonhound, Black and Tan",1,563
205.0,Cotton De Tulear,1,563
205.0,Dachshund,1,563
205.0,Dachshund Crossbreed,1,563
205.0,Dachshund Smooth Coat,3,563
205.0,Dachshund Smooth Coat Miniature,1,563
205.0,Doberman Pinscher,3,563
205.0,Dogo Argentino,1,563
205.0,Dutch Shepherd,1,563
205.0,English Springer Spaniel,1,563
205.0,French Bulldog,1,563
205.0,German Shepherd Crossbreed,2,563
205.0,German Shepherd Dog,7,563
205.0,Golden Retriever,2,563
205.0,Havanese,5,563
205.0,Jack Russell Terrier,8,563
205.0,Labrador Retriever,12,563
205.0,Labrador Retriever Crossbreed,3,563
205.0,Lhasa Apso,6,563
205.0,Maltese,27,563
205.0,Maltese Crossbreed,11,563
205.0,Maltipoo,2,563
205.0,"Mastiff, Neapolitan",1,563
205.0,Miniature Pinscher,5,563
205.0,Morkie,3,563
205.0,Pekingese,4,563
205.0,Pomeranian,13,563
205.0,Pomeranian Crossbreed,1,563
205.0,Poodle,8,563
205.0,Poodle Crossbreed,7,563
205.0,"Poodle, Miniature",12,563
205.0,"Poodle, Standard",7,563
205.0,"Poodle, Toy",3,563
205.0,Portuguese Podengo Pequeno,1,563
205.0,Pug,15,563
205.0,Puggle,2,563
205.0,Rat Terrier,1,563
205.0,Rottweiler,5,563
205.0,Samoyed,1,563
205.0,Scottish Terrier,1,563
205.0,Shetland Sheepdog,1,563
205.0,Shiba Inu,4,563
205.0,Shih Tzu,43,563
205.0,Shih Tzu Crossbreed,10,563
205.0,Siberian Husky,8,563
205.0,Soft Coated Wheaten Terrier,1,563
205.0,Staffordshire Bull Terrier,1,563
205.0,Terrier mix,2,563
205.0,Unknown,39,563
205.0,West Highland White Terrier,1,563
205.0,Yorkshire Terrier,55,563
205.0,Yorkshire Terrier Crossbreed,3,563
206.0,American Bully,2,542
206.0,American Pit Bull Mix / Pit Bull Mix,21,542
206.0,American Pit Bull Terrier/Pit Bull,37,542
206.0,American Staffordshire Terrier ,1,542
206.0,Australian Shepherd,2,542
206.0,Beagle,4,542
206.0,Beagle Crossbreed,3,542
206.0,Bichon Frise,3,542
206.0,Black and Tan Coonhound,1,542
206.0,Boston Terrier,5,542
206.0,Boxer,4,542
206.0,Brittany Spaniel,2,542
206.0,"Bull Dog, American",1,542
206.0,Bulldog,3,542
206.0,Cairn Terrier,1,542
206.0,Cavalier King Charles Spaniel,2,542
206.0,Chihuahua,32,542
206.0,Chihuahua Crossbreed,12,542
206.0,Chow Chow,1,542
206.0,Cocker Spaniel,10,542
206.0,"Coonhound, Black and Tan",1,542
206.0,Dachshund,2,542
206.0,Dachshund Crossbreed,1,542
206.0,Dachshund Smooth Coat,1,542
206.0,Dachshund Smooth Coat Miniature,1,542
206.0,Dalmatian,2,542
206.0,Doberman Pinscher,6,542
206.0,Dogue de Bordeaux,1,542
206.0,German Shepherd Crossbreed,5,542
206.0,German Shepherd Dog,8,542
206.0,Golden Retriever,4,542
206.0,Goldendoodle,1,542
206.0,Great Dane,1,542
206.0,Havanese,3,542
206.0,Jack Russell Terrier,6,542
206.0,Labrador Retriever,4,542
206.0,Labrador Retriever Crossbreed,3,542
206.0,Lhasa Apso,2,542
206.0,Maltese,36,542
206.0,Maltese Crossbreed,6,542
206.0,Maltipoo,3,542
206.0,Mastiff,2,542
206.0,"Mastiff, French (Dogue de Bordeaux)",1,542
206.0,Miniature Pinscher,5,542
206.0,Morkie,3,542
206.0,Parson Russell Terrier,1,542
206.0,Pekingese,3,542
206.0,Pomeranian,11,542
206.0,Pomeranian Crossbreed,2,542
206.0,Poodle,12,542
206.0,Poodle Crossbreed,6,542
206.0,"Poodle, Miniature",8,542
206.0,"Poodle, Standard",3,542
206.0,"Poodle, Toy",7,542
206.0,Pug,2,542
206.0,Puggle,2,542
206.0,Rottweiler,8,542
206.0,Saint Bernard,1,542
206.0,"Schnauzer, Miniature",3,542
206.0,"Schnauzer, Standard",4,542
206.0,"Shar-Pei, Chinese",1,542
206.0,Shiba Inu,1,542
206.0,Shih Tzu,63,542
206.0,Shih Tzu Crossbreed,15,542
206.0,Siberian Husky,11,542
206.0,Silky Terrier,4,542
206.0,Terrier mix,4,542
206.0,Tibetan Terrier,1,542
206.0,Unknown,48,542
206.0,"Welsh Corgi, Pembroke",1,542
206.0,Wire Fox Terrier,2,542
206.0,Yorkshire Terrier,50,542
206.0,Yorkshire Terrier Crossbreed,13,542
207.0,Akita Crossbreed,1,840
207.0,American Bully,1,840
207.0,American Eskimo dog,1,840
207.0,American Pit Bull Mix / Pit Bull Mix,47,840
207.0,American Pit Bull Terrier/Pit Bull,67,840
207.0,American Staffordshire Terrier ,14,840
207.0,Australian Cattle Dog,2,840
207.0,Australian Shepherd,1,840
207.0,Bassett Hound,3,840
207.0,Beagle,11,840
207.0,Beagle Crossbreed,5,840
207.0,Bichon Frise,6,840
207.0,Black and Tan Coonhound,1,840
207.0,Boston Terrier,6,840
207.0,Boxer,3,840
207.0,Brussels Griffon,2,840
